0, 100, 0.5878107457898958, 1.145606279373169
0, 200, 0.5308740978348035, 1.2313059568405151
0, 300, 0.595028067361668, 1.064745545387268
0, 400, 0.6134723336006416, 1.0528162717819214
0, 500, 0.6375300721732157, 0.9694104194641113
0, 600, 0.6022453889334403, 1.0319889783859253
1, 100, 0.6174819566960705, 0.994233250617981
1, 200, 0.6295108259823576, 0.9549105763435364
1, 300, 0.6255012028869287, 0.9564098715782166
1, 400, 0.6303127506014434, 0.9471864104270935
1, 500, 0.5942261427425822, 1.0305613279342651
1, 600, 0.6511627906976745, 0.9468189477920532
2, 100, 0.6463512429831596, 0.9541510939598083
2, 200, 0.6367281475541299, 0.9622692465782166
2, 300, 0.6423416198877305, 0.9142828583717346
2, 400, 0.623897353648757, 0.9908378720283508
2, 500, 0.6255012028869287, 0.9548398852348328
2, 600, 0.6359262229350441, 0.9256442189216614
3, 100, 0.652766639935846, 0.9151299595832825
3, 200, 0.6391339214113874, 0.927499532699585
3, 300, 0.6351242983159583, 0.9608883261680603
3, 400, 0.644747393744988, 0.9086587429046631
3, 500, 0.6351242983159583, 0.9206293821334839
3, 600, 0.6535685645549318, 0.8995714783668518
4, 100, 0.6166800320769847, 1.0248628854751587
4, 200, 0.6535685645549318, 0.8828391432762146
4, 300, 0.6495589414595028, 0.880007803440094
4, 400, 0.6351242983159583, 0.9160881042480469
4, 500, 0.6519647153167603, 0.8958913683891296
4, 600, 0.6535685645549318, 0.9048336148262024
5, 100, 0.6615878107457899, 0.8767569065093994
5, 200, 0.644747393744988, 0.9223865866661072
5, 300, 0.6615878107457899, 0.9028818011283875
5, 400, 0.615878107457899, 0.9874308705329895
5, 500, 0.6479550922213312, 0.9095635414123535
5, 600, 0.6463512429831596, 0.9058412313461304
6, 100, 0.6375300721732157, 0.9198522567749023
6, 200, 0.6575781876503609, 0.8883813619613647
6, 300, 0.6511627906976745, 0.9262048602104187
6, 400, 0.648757016840417, 0.9036010503768921
6, 500, 0.6423416198877305, 0.9229504466056824
6, 600, 0.6479550922213312, 0.9233449697494507
7, 100, 0.6375300721732157, 0.9203099012374878
7, 200, 0.6519647153167603, 0.8965034484863281
7, 300, 0.6551724137931034, 0.8846760392189026
7, 400, 0.656776263031275, 0.9172266721725464
7, 500, 0.6543704891740176, 0.888114869594574
7, 600, 0.6343223736968725, 0.9695296883583069
8, 100, 0.640737770649559, 0.9126161336898804
8, 200, 0.6431435445068163, 0.9300062656402588
8, 300, 0.6511627906976745, 0.9336510896682739
8, 400, 0.6327185244587009, 0.9314839243888855
8, 500, 0.6335204490777867, 0.9179919362068176
8, 600, 0.6583801122694467, 0.8729674816131592
9, 100, 0.656776263031275, 0.8842808604240417
9, 200, 0.6728147554129912, 0.8733366131782532
9, 300, 0.6535685645549318, 0.9007482528686523
9, 400, 0.6319165998396151, 0.960512638092041
9, 500, 0.6551724137931034, 0.9089481830596924
9, 600, 0.6696070569366479, 0.8881557583808899
10, 100, 0.6631916599839615, 0.8950200080871582
10, 200, 0.6647955092221332, 0.8976592421531677
10, 300, 0.6663993584603047, 0.8879797458648682
10, 400, 0.648757016840417, 0.913973331451416
10, 500, 0.652766639935846, 0.8767219185829163
10, 600, 0.6471531676022454, 0.9081470966339111
11, 100, 0.6463512429831596, 0.9344093203544617
11, 200, 0.656776263031275, 0.9001603722572327
11, 300, 0.6519647153167603, 0.9223722815513611
11, 400, 0.6463512429831596, 0.9062134027481079
11, 500, 0.6631916599839615, 0.8705459237098694
11, 600, 0.6575781876503609, 0.8873595595359802
12, 100, 0.6431435445068163, 0.9185053706169128
12, 200, 0.6439454691259021, 0.9169398546218872
12, 300, 0.6535685645549318, 0.9436964392662048
12, 400, 0.6463512429831596, 0.9467920064926147
12, 500, 0.652766639935846, 0.9035949110984802
12, 600, 0.6543704891740176, 0.914283275604248
13, 100, 0.6599839615076183, 0.9115382432937622
13, 200, 0.6680032076984763, 0.8832927942276001
13, 300, 0.656776263031275, 0.9143444299697876
13, 400, 0.6479550922213312, 0.9223600625991821
13, 500, 0.6463512429831596, 0.9591078162193298
13, 600, 0.6511627906976745, 0.968199610710144
14, 100, 0.6287089013632718, 1.0205074548721313
14, 200, 0.6439454691259021, 0.9269455075263977
14, 300, 0.627906976744186, 0.9411578178405762
14, 400, 0.6720128307939054, 0.8896284103393555
14, 500, 0.6615878107457899, 0.9047070145606995
14, 600, 0.6591820368885325, 0.8974499702453613
15, 100, 0.6471531676022454, 0.8841938376426697
15, 200, 0.6511627906976745, 0.9078078866004944
15, 300, 0.6535685645549318, 0.913015604019165
15, 400, 0.6375300721732157, 0.9438236355781555
15, 500, 0.6190858059342422, 0.973844587802887
15, 600, 0.6551724137931034, 0.9234934449195862
16, 100, 0.6431435445068163, 0.9715234041213989
16, 200, 0.6543704891740176, 0.9173908829689026
16, 300, 0.6423416198877305, 0.9412043690681458
16, 400, 0.6519647153167603, 0.9354763627052307
16, 500, 0.6575781876503609, 0.9173356294631958
16, 600, 0.6375300721732157, 1.0261352062225342
17, 100, 0.6511627906976745, 0.9229370355606079
17, 200, 0.6551724137931034, 0.9166978597640991
17, 300, 0.6367281475541299, 0.915999710559845
17, 400, 0.6455493183640738, 0.9156226515769958
17, 500, 0.6479550922213312, 0.9921029210090637
17, 600, 0.656776263031275, 0.949232280254364
18, 100, 0.6391339214113874, 0.9541895985603333
18, 200, 0.6255012028869287, 0.9995391964912415
18, 300, 0.6174819566960705, 0.9787495136260986
18, 400, 0.619887730553328, 0.9736155867576599
18, 500, 0.6439454691259021, 0.9521551132202148
18, 600, 0.6038492381716118, 1.0665346384048462
19, 100, 0.6367281475541299, 0.9358888268470764
19, 200, 0.6575781876503609, 0.9703555107116699
19, 300, 0.6311146752205292, 1.0152918100357056
19, 400, 0.648757016840417, 0.9888995289802551
